Amarant;371;1554;62,25;13,56;7,02;Zitarice
Granola domaca sa suvim (susenim) vocem;401;1678;53,5;10,2;17,6;Zitarice
Guma za zvakanje (zvakaca guma, zvaka), bez secera;268;1121;94,8;0;0,4;Slatkisi
Heljda (heljdino zrno), suvo-przena;346;1448;74,95;11,73;2,71;Zitarice
Kukuruzni krekeri;387;1619;83,4;8,1;2,4;Zitarice
Mlijecni namaz, Vajkrem Biser, Mlijekoprodukt d.o.o.;279;1152;4;5;27;Mlijecni proizvodi
Sir, mladi, kozji, Pudja;381;1599;1,9;16,33;30,9;Mlijecni proizvodi
Sok od pomorandze 100%, Life Premium, Nectar;44;187;9,19;0,93;0,09;Pica
Dobra ovsena (zobena) kasa, oskus jabuka i cimet, Mogador s.r.o.;425;1786;68;6,3;13;Zitarice
Muskatna (butternut) bundeva (tikva, dulek, buca, ludaja);45;188;11,69;1;0,1;Povrce
Visokoproteinski hljeb, Klas Sarajevo;262,57;1099;39,03;14;5,77;Zitarice
Cokoladno mlijeko (mleko) 1% mm, Moja Kravica, Imlek;62;264;10;3,3;1;Mlijecni proizvodi
Cokoladno mlijeko (mleko), Dukat;63;268;10,7;2,3;1,1;Mlijecni proizvodi
Sir, svjezi (mladi), 5%mm, Milkos;113;473;4;15;5;Mlijecni proizvodi
Jogurt, balans + protein 0% mm, Imlek;36;150;4;4;0,05;Mlijecni proizvodi
Leca (socivo), kuvana sa soli;114;477;19,54;9,02;0,38;Povrce
Ljute papricice (feferoni) crvene, cili (hot chili);40;166;8,81;1,87;0,44;Povrce
Indijski orah (orascici), przen u ulju, slani;581;2431;30,16;16,84;47,77;Voce
Mirodjija (kopar) sjeme (seme);305;1276;55,17;15,98;14,54;Zacini
Korijander list, svjez;23;95;3,67;2,13;0,52;Zacini
Korijander sjeme (seme);298;1245;54,99;12,37;17,77;Zacini
Sejtan (seitan);370;1548;13,79;75,16;1,85;Zitarice
Vrhnje za kuvanje, Brzo & Fino, Dukat;206;851;4;2,5;20;Mlijecni proizvodi
Kikiriki puter (maslac od kikirikija), kremasti, bez soli;598;2501;22,31;22,21;51,36;Umaci
Kikiriki puter (maslac od kikirikija), sa komadicima kikirikija, bez soli;589;2464;21,57;24,06;49,94;Umaci
Smokva, suva (susena), kuvana;107;449;27,57;1,42;0,4;Voce
Pivo, bezalkoholno;29;123;1,64;0,24;0;Pica
Jabuka, Granny Smith;58;242;13,61;0,44;0,19;Voce
Jabuka, Zlatni Delises (Golden Delicious);57;238;13,6;0,28;0,15;Voce
Jabuka, Crveni Delises (Red Delicious);59;247;14,06;0,27;0,2;Voce
Jabuka, Fuji Kiku;63;265;15,22;0,2;0,18;Voce
Jabuka, Gala;57;237;13,68;0,25;0,12;Voce
Proteinella krem;496;2057;44,9;13,2;35,2;Slatkisi
Sir, svjezi, light, Meggle;82;348;7,2;10;1,5;Mlijecni proizvodi
Bundeva (tikva, dulek, buca, ludaja), pecena;46;192;7,94;1,08;1,75;Povrce
Whey protein, Pure Series, Isolate, okus cokolada, Bulk Powders;382;1598;4;87;2;Mlijecni proizvodi
Sir, tvrdi, ribanac, Sirela;426;1774;3,5;41;27,5;Mlijecni proizvodi
Pasulj (grah), crveni;337;1408;61,29;22,53;1,06;Povrce
Srice, jabukovo (jabucni ocat);21;90;0,93;0;0;Zacini
Vrhnje za kuvanje, lagano (light), Brzo & Fino, Dukat;125;517;5,7;2,9;10;Mlijecni proizvodi
Sir, tvrdi, 32% mm, ribani, San Sebastiano;368;1530;0;32;26;Mlijecni proizvodi
Kvasac, svjez;105;439;18,1;8,4;1,9;Ostalo
Kvasac, suvi (suhi);325;1361;41,22;40,44;7,61;Ostalo
Kakao prah, Centro;340;1415;17;24;11;Slatkisi
Sir, meki, punomasni, Grekos, Mlekara Subotica;183;758;2;11;14,5;Mlijecni proizvodi
Soja sos, Alnatura;87;370;9,9;11;0,1;Umaci
Maticna mlec (mlijec);310;1297;76,19;0;0;Slatkisi
Kukuruz, bijeli (beli), u zrnu;365;1527;74,26;9,42;4,74;Zitarice
Kukuruz, zuti, slatki, konzervisan;67;280;14,34;2,29;1,22;Povrce
Krompir (krumpir), oguljen, pecen (przen), bez soli;93;390;21,55;1,96;0,1;Gotova jela
Krompir (krumpir), oguljen, pecen (przen), slan;93;390;21,55;1,96;0,1;Gotova jela
Krompir (krumpir), cijeli (celi), pecen (przen), slan;93;390;21,15;2,5;0,13;Gotova jela
Krompir (krumpir), cijeli (celi), pecen (przen), bez soli;93;390;21,15;2,5;0,13;Gotova jela
Pasta, tjestenina (testenina), integralna;352;1471;73,37;13,87;2,93;Zitarice
Jogurt Natur, Active Protein, Meggle;78;328;6,4;8,9;1,8;Mlijecni proizvodi
Laneni protein, Granum;378;1583;16,74;34;15,67;Zitarice
Tortilja Mexicana, Fit;356,8;1494;56,99;10,6;8,21;Zitarice
Haringa (sledj), pacificka, pecena;250;1046;0;21,01;17,79;Riba
Rezanci (nudle), od rize (rizini, pirincani), suvi (suseni);364;1523;80,18;5,95;0,56;Zitarice
Rezanci (nudle), od rize (rizini, pirincani), kuvani;108;454;24,01;1,79;0,2;Zitarice
Rezanci (nudle), od jaja, suvi (suseni);384;1609;71,27;14,16;4,44;Zitarice
Tahini (taan), pasta (namaz);595;2489;21,19;17;53,76;Umaci
Hljeb (hleb, kruh), Glukofit, Maxi;259;1088;37,5;8,1;6,6;Zitarice
Cokoladni tartufi (cocoa dusted truffles), Belgid'Or;599;2488;41;4,2;45;Slatkisi
Proteinski bar (proteinska plocica) sa kafom, Bakkalland BA!;390;1635;29;29;13;Slatkisi
Hljeb (hleb, kruh), mijesani iz cijelog zrna, Zitopeka;289,15;1216;40,65;11,45;8,88;Zitarice
Proteinski bar (proteinska plocica) sa bananom, Bakkalland BA!;381;1597;31;27;12;Slatkisi
Proteinski bar (proteinska plocica) sa jagodom, Bakkalland BA!;376;1579;33;29;10;Slatkisi
Skrob (skrob) kukuruzni, Briz;381;1595;91,3;0,3;0,1;Zitarice
Mahune (boranija, buranija), zelene, smrznute, Ledo;39;163;7,5;1,8;0,21;Povrce
Mlijecni napitak, protein, okus cokolada/banana, Z'bregov;65;274;4,9;10;0,5;Mlijecni proizvodi
Proteinski bar (proteinska plocica) sa kikirikijem, Bakkalland BA!;386;1617;25;32;13;Slatkisi
Sirnica (pita sa sirom);318;1331;36,6;10,5;14,3;Gotova jela
Humus (namaz od leblebija), sa sjemenkama bundeve, Ribella;271;1135;8;7;24;Umaci
Humus (namaz od leblebija), pikant, Ribella;252;1055;8;7;21;Umaci
Cokolada, tamna (crna), 80% kakao, Galeb Premium, Pionir;558;2314;31,6;11,2;40,6;Slatkisi
Pecivo za hamburgere, sa susamom (sezamom), Viva il panino, Emmeci Pane s.r.l.;295;1246;52,6;7,8;5,4;Zitarice
Fit proteinski napitak, okus kafa (kava), Dukat;48;205;5,2;6;0,3;Mlijecni proizvodi
Sojino mlijeko (mleko), alpro;39;163;2,5;3;1,8;Pica
Sardine (srdela, sardela) s povrcem, Eva, Podravka;120;504;3,3;15;5,7;Riba
Sriracha, ljuti cili sos;80;335;16;2;0,5;Umaci
Puter (namaz) od indijskog oraha, Lucar;612;2547;19,1;32,1;45,3;Umaci
