Kamenice, ostrige (cijele, kuvane);93;389,1;3,9;9,3;3,9;Riba
Pasulj (grah), sareni (tresnjevac), kuvan, soljen;143;600;26,22;9,01;0,65;Povrce
Kapar (kapara, kapari), konzervisan;23;96;4,89;2,36;0,86;Zacini
Karambola;31;128;6,73;1,04;0,33;Voce
Kardamon (kardamom) sjeme (seme);311;1303;68,47;10,76;6,7;Zacini
Kim sjeme (seme);333;1393;49,9;19,77;14,59;Zacini
Klincic (karanfilic);274;1145;65,53;5,97;13;Zacini
Kokice, kokane, pecene u ulju;582;2435,1;45,45;7,3;43,64;Zitarice
Komorac korijen (koren);31;129;7,3;1,24;0,2;Povrce
Mirodjija (kopar) list, suvi (suseni);253;1059;55,82;19,96;4,36;Zacini
Keleraba (koraba, korabica, repa zuta);27;113;6,2;1,7;0,1;Povrce
Keleraba, (koraba, korabica, repa zuta), kuvana, ocijedjena, soljena;29;121;6,69;1,8;0,11;Povrce
Keleraba (koraba, korabica, repa zuta), kuvana (barena), ocijedjena, bez soli;29;121;6,69;1,8;0,11;Povrce
Pahuljice (sitne), zobene, ovsene;360;1517;57;12,5;7;Zitarice
Korijander list, suvi (suseni);279;1167;52,1;21,93;4,78;Zacini
Kruska, susena (suva);262;1096;69,7;1,87;0,63;Voce
Kumin sjeme (seme);375;1567;44,24;17,81;22,27;Zacini
Kumkvat;71;296;15,9;1,88;0,86;Voce
Kurkuma (indijski safran);312;1305;67,14;9,68;3,25;Zacini
Kuskus (kuvan);176;736;36,5;6;0,3;Gotova jela
Limeta;30;126;10,54;0,7;0,2;Voce
Limun, oguljen;29;121;9,32;1,1;0,3;Voce
Limunova kora;47;197;16;1,5;0,3;Voce
Lici (lychee), tresnja;66;276;16,53;0,83;0,44;Voce
Maskarpone (mascarpone);450;1883;2;7;45;Mlijecni proizvodi
Kajsija (marelica), suva (susena);241;1009;62,64;3,39;0,51;Voce
Morski pas (ajkula), pecen;228;954;6,35;18,6;13,76;Riba
Muskantni orascic (orah), muskat, muskat, mljeveni;525;2196;49,29;5,84;36,31;Zacini
Narandzina kora;97;405;25;1,5;0,2;Voce
Origano (mravinac), suvi (suseni);265;1107;68,92;9;4,28;Zacini
Goji bobice, susene (suve);349;1461;77,06;14,26;0,39;Voce
Pastrmka (pastrva) pecena;169;707;0;24,3;7,2;Riba
Pereci;380;1590;79,8;10,3;2,6;Slatkisi
Pileca krila (krilca);222;929;0;18,3;16;Meso
Pileca krila (krilca) pecena;290;1213;0;26,9;19,5;Meso
Pileca krila (krilca) pohovana;324;1356;10,9;19,9;21,8;Meso
Pileca prsa (pohovana);260;1088;9;24,8;13,2;Meso
Pileci batak bez koze;119;498;0;20,6;3,4;Meso
Pileci batak bez koze (pecen);216;904;0;27;11,2;Meso
Pileci batak s kozom;161;674;0;19,3;8,7;Meso
Pileci batak (pohovan);268;1121;8,3;22;15,8;Meso
Pistaci (pistacija), peceni, soljeni;569;2379;27,55;21,05;45,82;Voce
Praziluk (prasa, poriluk);61;255;14,15;1,5;0,3;Povrce
Pureca krila (krilca) pecena;207;866;0;27,7;9,9;Meso
Pureca prsa;111;464;0;24,6;0,7;Meso
Pureca prsa (pecena);135;565;0;30,1;0,7;Meso
Pureci batak (pecen);170;711;0;28,5;5,4;Meso
Hljeb (hleb, kruh) razev (razeni);170;720;34,3;5,2;1,3;Zitarice
Paradajz ceri (cherry);21;88;4,41;1,47;0,3;Voce
Ruzmarin (ruzmarin);131;548;20,7;3,31;5,86;Zacini
Ruzmarin (ruzmarin), suvi (suseni);331;1387;64,06;4,88;15,22;Zacini
Sabljarka (iglun);121;506;0;19,8;4;Riba
Sabljarka (iglun) pecena;155;649;0;25,4;5,1;Riba
Sitake (shiitake) gljive (pecurke);34;141;6,79;2,24;0,49;Povrce
Sipa (pecena);158;661;1,6;32,5;1,4;Riba
Skampi (kuvani);99;414;0;20,9;1,1;Riba
Skampi (przeni);242;1013;11,5;21,4;12,3;Riba
Skarpina;91;381;0;19,4;1;Riba
Skarpina (pecena);118;494;0;24,8;1,3;Riba
Skusa, lokarda (pecena);262;1096;0;23,9;17,8;Riba
Som (pecen);105;439;0;18,5;2,9;Riba
Som (pohovan);229;958;8;18,1;13,3;Riba
Stuka (pecena);113;473;0;24,7;0,9;Riba
Svinjski filet;120;502;0;21;3,4;Meso
Svinjske pljeskavice;342;1431;1,7;13,3;30,9;Meso
Svinjski kotlet (bez kostiju);117;490;0;22,4;2,3;Meso
Svinjski kotlet (s kostima);240;1004;0;28,7;13,1;Meso
Teleca plecka;164;686;0;26,1;5,8;Meso
Teleca rebarca;177;741;0;25,8;7,4;Meso
Teleci but;150;628;0;28,1;3,4;Meso
Teleci odrezak;168;703;0;26,3;6,2;Meso
Tunjevina, tuna, pecena;139;582;0;30;1,2;Riba
Kupus, glavica, crveni;31;130;7,37;1,43;0,16;Povrce
Kupus, glavica, zeleni;25;103;5,8;1,28;0,1;Povrce
Mast biljna;884;3699;0;0;99,97;Masnoce
Sir, svjezi, posni, Dukat;78;328;4,4;11;1,8;Mlijecni proizvodi
Kupus kiseli;18;75;3,57;3,57;0;Povrce
Cips od krompira (krumpira), obicni, slani;532;2227;53,83;6,39;33,98;Gotova jela
Pomfrit (Mcdonalds);324;1356;40,85;4,23;15,49;Gotova jela
Soja sjeme (zrno), zrelo, sirovo;446;1866;30,16;36,49;19,94;Povrce
Sir, feta, meki (u salamuri);263;1100;4,21;14,21;21,32;Mlijecni proizvodi
Salama parizer;523;2190;1;17;47;Meso
Puding od cokolade;134;560;21;3,5;4;Slatkisi
Slatka pavlaka (vrhnje);317;1300;2;3;32;Mlijecni proizvodi
Kisela pavlaka, kiselo vrhnje, 18% mm;192;800;3;3;18;Mlijecni proizvodi
Dimljeni kare (meso suvo, suseno);121;506;1;15;6;Meso
Svinjetina (svinja) divlja;104;435;0;21;2;Meso
Govedina (junetina) masna;307;1284;1;19;25;Meso
Govedina (junetina) jako masna;410;1715;0;14;39;Meso
Govedina (junetina) u konzervi;223;933;0;26;14;Meso
Govedji filet;138;577;0;16;8;Meso
Hladetina;239;1000;1;43;7;Gotova jela
Kackavalj, (kaskaval);389;1628;0;25;32,14;Mlijecni proizvodi
Kroasani (Croissant);410;1715;35;5;25;Zitarice
Senf;60;251;5,83;3,74;3,34;Umaci
Pomfrit, kucna priprema, smrznut, pecen u pecnici, ne posoljen;134;561;27,8;2,6;5,2;Gotova jela
Pomfrit, kucna priprema, smrznut, pecen u pecnici, posoljen;200;837;31,2;3,2;7,6;Gotova jela
Slanina svinjska (kuvana, przena, pecena);542;2268;1,58;36,84;41,58;Meso
Jaje kokosje, kajgana;167;699;2,13;11,15;12,13;Jaja
Sir Livada (Pomurske mlekarne);327;1357;1,4;25,1;24,5;Mlijecni proizvodi
Pirinac, riza, bijelo zrno, kuvano;130;544;28,59;2,38;0,21;Zitarice
Pirinac, riza, bijelo zrno, sirovo;360;1506;79,34;6,61;0,58;Zitarice
Pirinac, riza, parboiled, suva;374;1565;80,89;7,51;1,03;Zitarice
Pirinac, riza, parboiled, kuvana;123;515;26,05;2,91;0,37;Zitarice
Pirinac, riza, integralna, smedja, sirova;362;1515;76,17;7,5;2,68;Zitarice
Pirinac, riza, integralna, smedja, kuvana;112;469;23,51;2,32;0,83;Zitarice
Badem;579;2423;21,55;21,15;49,93;Voce
Salata endivija;17;71;3,35;1,25;0,2;Povrce
Sir, svapski;98;412;3,38;11,12;4,3;Mlijecni proizvodi
Tunjevina, tuna, konzervirana, u salamuri;90;377;0;19,68;0,909;Riba
Kozice, gamberi (gambori), kuvani;99;414;0,2;23,98;0,28;Riba
100% Whey Protein, Professional, Scitec Nutrition;371;1558;4,7;73;6,7;Mlijecni proizvodi
100% Whey Gold Standard Protein, Optimum Nutrition;372;1556;5,92;78,62;3,62;Mlijecni proizvodi
Elite Whey Protein, Dymatize Nutrition;368;1539;6,5;77,42;4,84;Mlijecni proizvodi
Tonus hljeb (hleb, kruh);187;782;43;8,2;1,4;Zitarice
Amino Whey Hydro Protein, The Nutrition;395,8;1656;3,9;85,6;4,2;Mlijecni proizvodi
100% Whey Protein fuel, Twinlab;393,9;1649;12,12;75,75;4,55;Mlijecni proizvodi
Kinoa (kvinoja), svjeza (sirova);368;1539;64,16;14,12;6,07;Zitarice
Kinoa (kvinoja), kuvana;120;502;21,3;4,4;1,92;Zitarice
Hyper Whey Protein, Nutrabolics;375;1569;15,63;62,5;3,125;Mlijecni proizvodi
Bulgur, suvi;342;1431;75,87;12,29;1,33;Zitarice
Bulgur, kuvani;83;347;18,58;3,08;0,24;Zitarice
Sir posni, Ella, mljekara Subotica;55;230;1;12;0;Mlijecni proizvodi
Leca (socivo);352;1473;63,35;24,63;1,06;Povrce
Kafa (kava), turska;38;159;9,56;0,11;0,02;Pica
Kajmak, mladi, kravlji;481;1983;3,2;4,6;50;Mlijecni proizvodi
Leblebija (slanutak), kuvana, ne posoljena;164;686;27,42;8,86;2,59;Povrce
Lan (laneno) sjeme, cijelo zrno;534;2234;28,88;18,29;42,16;Zitarice
Kafa, mljevena;241;1008;10,1;12,2;0,5;Pica
Pica (pizza) sa sirom;267;1117;32,38;12,06;9,68;Gotova jela
Mlijeko (mleko) rizino, mlijeko od pirinca;47;195;9,17;0,28;0,97;Pica
Pica (pizza) sa kobasicom;255;1067;28,028;14,225;9,86;Gotova jela
Pica (pizza) sa sirom, mesom i povrcem;233;975;26,96;16,456;6,84;Gotova jela
Pileca prsa Cekin, u ovitku, Vindija;89,5;379;3;16;1,5;Meso
Mlijeko (mleko), kravlje 2,8% mm;56;234;4,5;3,1;2,8;Mlijecni proizvodi
Slag, slatko vrhnje;257;1075;12,49;3,2;22,22;Mlijecni proizvodi
Keks, Plazma, Bambi;437,2;1836;70,4;11,9;12;Slatkisi
Pileca prsa (Cekin) Dimcek, dimljena, u ovitku, Vindija;93,5;396;2;18;1,5;Meso
Keks, Plazma Diet, Bambi;394;1648;66,2;11,3;11,9;Slatkisi
Hljeb (hleb, kruh), razev (razeni), cjelovite zitarice, Mestemacher;170;720;34,3;5,2;1,3;Zitarice
Hrenovke (virsle), purece;223;933;3,81;12,23;17,29;Meso
Hrenovke (virsle), svinjske;269;1125;0,28;12,81;23,68;Meso
Cokolada Mikado, 72% kakao, Zvecevo;596;2494;46,9;9,8;41;Slatkisi
Cokolada tamna, 85% kakao, The Belgian;588;2428;16,9;9,7;49,9;Slatkisi
Kazein, Micellar Casein Perfection, Body & Fit;372;1556;6,5;82;2;Mlijecni proizvodi
Soja protein, Just Protein, Body & Fit;391;1636;7,4;78,9;4,93;Povrce
Tunjevina, tuna, konzervirana u ulju, neocijedjena;403;1686;0;17,5;37;Riba
Pasirani paradajz Tomatello, Nectar;27;113;4,85;0,9;0,21;Pica
Maltodextrin, My protein;380;1590;94;0;0;Slatkisi
Javorov sirup;261;1093;67,09;0;0,2;Slatkisi
Mlijeko (mleko), kravlje, 0,5% mm;35;149;4,6;3,1;0,5;Mlijecni proizvodi
Bundeva (tikva, dulek, buca, ludaja);26;109;6,5;1;0,1;Povrce
Bundeva (tikva, dulek, buca, ludaja) pulpa, kuvana, ocijedjena, soljena;18;74;4,31;0,72;0,07;Povrce
Bundeva (tikva, dulek, buca, ludaja), pulpa, kuvana, ocjedjena, bez soli;20;83;4,9;0,72;0,07;Povrce
Sjemenke bundeve, pecene;445;1862;53,75;18,6;19,4;Povrce
Tikvica, zelena;17;70;3,11;1,21;0,32;Povrce
Tikvica, zelena, kuvana, neslana (bez soli), ocijedjena;15;64;2,69;1,14;0,36;Povrce
Rastan (rastika, rascika, zeleni kupus), sirov (svjez);36;151;7,1;2,97;0,41;Povrce
Rastan (rastika, rascika, zeleni kupus), kuvan (kuhan), ocjedjen;33;138;5,65;2,71;0,72;Povrce
Jogurt kefir, 3,5% mm;65;272;4,8;3,6;3,5;Mlijecni proizvodi
Jogurt kefir, 2,8% mm;54;229;3,6;3;2,8;Mlijecni proizvodi
Jogurt kefir, 0,9% mm;41;176;4,8;3,6;0,9;Mlijecni proizvodi
Jogurt kefir, 0,5% mm;32;134;3,6;3;0,5;Mlijecni proizvodi
Jogurt grcki;125;520;5,7;3,8;9,7;Mlijecni proizvodi
ABC svjezi krem sir, namaz, Belje;241;1009;3;6,5;22,5;Mlijecni proizvodi
Limun sok 100%, cijedjen;22;92;6,9;0,35;0,24;Pica
Nescafe classic, original, granulirana;63;269;9;7;0,2;Pica
Lisnato tijesto (testo), smrznuto;551;2305;45,1;7,3;38,1;Zitarice
Lisnato tijesto (testo), smrznuto, peceno;558;2335;45,7;7,4;38,5;Zitarice
Cimet;247;1035;80,59;3,99;1,24;Zacini
Ljute papricice (feferoni) zelene, cili (hot chili);40;167;9,46;2;0,2;Povrce
stapici, slani;406;1717;74,4;11;6,5;Slatkisi
Stapici, slani, punjeni kikirikijem;470;1972;55,7;15,6;19,6;Slatkisi
Mlacenica;40;169;4,8;3,3;0,9;Mlijecni proizvodi
Vrhnje za slag, Brzo & Fino, Dukat;317;1304;2,7;2,2;33;Mlijecni proizvodi
Orada (komarca, podlanica, dinigla, lovrata, ovrata, zlatulja, sekulica);96;402;0;18;3;Riba
Impact whey protein, My Protein;390;1646;7,9;71;7,5;Mlijecni proizvodi
Sir, polutvrdi, kravlji, Maasdam (Maasdamer);347;1443;0,1;26;27;Mlijecni proizvodi
Sir, djelimicno obrano kravlje mlijeko, Mozzarella (Mocarela);254;1063;2,77;24,26;15,92;Mlijecni proizvodi
Cokolada tamna, 75% kakao, Najljepse Zelje, Stark;552;2310;33;10;40;Slatkisi
Sir, kravlji, niskomasno, djelimicno obrano mlijeko, Mozzarella (Mocarela),;301;1259;6,36;24,58;19,72;Mlijecni proizvodi
Datulja (datula, urma) susena (suva, suha);282;1180;75,03;2,45;0,39;Voce
Kore za pitu, jufke, tijesto (testo) za savijace, svjeze;220;921;64,6;5,6;1,9;Zitarice
Kore za pitu, jufke, tijesto (testo) za savijace, heljdino brasno, svjeze;291;1217;55;8,7;1,1;Zitarice
Kore za pitu, jufke, tijesto (testo) za savijace, integralne, svjeze;291;1217;59,17;11,56;0,9;Zitarice
Vegeta, Podravka;137;583;32;8,5;0,5;Zacini
Ulje od kostica (sjemenki) grozdja;884;3699;0;0;100;Masnoce
Kikiriki Gud Diet, peceni, nesoljeni, Marbo;618;2560;10,2;29,5;49,4;Voce
Pasteta Argeta sa tunjevinom;320;1325;1,8;13;29;Meso
Rizini (pirincani) krekeri;392;1640;81,1;7,1;4,3;Zitarice
Kobasica, cajna;469;1940;0,9;24;41;Meso
Kulen (Kobasica);450;1883;5;24;37;Meso
Complete Whey Protein, Optimum Nutrition;358;1499;19;59,5;4;Mlijecni proizvodi
Govedina, junetina, suva (susena);154;644;2,74;31,1;2;Meso
Zito, kuvano (sa orasima i slagom), desert;425;1778;62;11,2;17;Slatkisi
Cevapi (bez lepinje - govedje/junece meso), svjezi (sirovi);230;962;3,72;19,28;15,45;Meso
Cevapi (bez lepinje - svinjsko/govedje meso), svjezi (sirovi);263;1100;3,72;17,88;19,75;Meso
Cevapi u lepinji (rostilj), porcija od 390 grama;924;3866;85,6;49,3;42;Jela
Paprika (suva, susena), mljevena;282;1181;53,99;14,14;12,89;Zacini
Cappuccino (kapucino), cokolada, Nescafe;396;1670;69,7;8,6;8,2;Pica
Spageti, tjestenina;371;1552;74,67;13,04;1,51;Zitarice
Spageti, tjestenina, integralne;330;1394;62;12;1,5;Zitarice
Sir Gouda, polutvrdi, Paladin, 48% mm;357;1484;0;25,5;28;Mlijecni proizvodi
Sir Edamer, polutvrdi, Paladin, 40% mm;301;1254;0;25;22;Mlijecni proizvodi
Sir Edamer Pizza Gourmet, polutvrdi, Paladin, 30% mm;255;1066;0;27;16;Mlijecni proizvodi
Tortilje (psenicno brasno i sjemenke);313;1319;52,4;8,7;7;Zitarice
Pivo sa vocnim sokom 2%, radler - prosjek;43;180;7,7;0,1;0,2;Pica
Hren (ren) umak, Zvijezda;162;674;9,7;1,6;10;Umaci
Cia (chia) sjemenke;486;2034;42,12;16,54;30,74;Voce
Salvia (kadulja, zalfija), suva (susena), mljevena;315;1317;60,73;10,63;12,75;Zacini
Battery Whey Protein;387;1623;12,3;70;6,3;Mlijecni proizvodi
Pita zeljanica (priblizna vrijednost);207;866;29,12;9,24;6,54;Gotova jela
Keks, Wellness integralni keks sa ovsenim pahuljicama, Bambi;464;1940;57,4;8,9;20,1;Slatkisi
Riblja ikra;143;598;1,5;22,32;6,42;Riba
Riblja ikra, kuvana na pari (barena);204;854;1,92;28,62;8,23;Riba
Keks, Wellness integralni keks sa crnom cokoladom, Bambi;453;1894;58,2;9,9;18,1;Slatkisi
Stanglica (bar), zitarice + jagoda, Vitanova, Pionir;414;1745;72,6;5,3;11;Slatkisi
Stanglica (bar), zitarice + grozdjice, Vitanova, Pionir;413;1743;73,2;5,8;10,6;Slatkisi
Tunjevina, tuna, konzervirana, s povrcem;197;824;6,5;9;13;Riba
Dekstroza, D-glukoza, grozdjani secer;375;1575;100;0;0;Slatkisi
Hljeb (hleb, kruh), proteinski, Mestemacher;264;1100;7,5;22;13,1;Zitarice
Smudj;93;389;0;19,14;1,22;Riba
Ajvar, hajvar, uprzeni, blagi/ljuti;99;412;13;1,5;5,3;Umaci
Tunjevina, tuna, konzervirana, u sopstvenom sosu;128;536;0;23,62;2,97;Riba
Ajvar, hajvar, blagi/ljuti;78;325;11;1,5;4;Umaci
Kukuruzna krupica, palenta;349,36;1463;79;7;2;Zitarice
Dvopek, integralni, Mulino Bianco;391;1649;67,7;12;6;Zitarice
Dvopek, bijelo brasno, Mulino Bianco;392;1640;72;11,5;5;Zitarice
Kisela pavlaka, kiselo vrhnje, 25% mm, Dukat;248;1022;3,2;2,5;25;Mlijecni proizvodi
Kisela pavlaka, kiselo vrhnje, 12% mm, Dukat;136;565;4;3,1;12;Mlijecni proizvodi
Kisela pavlaka, kiselo vrhnje, 20% mm, Dukat;206;852;3,9;2,7;20;Mlijecni proizvodi
Kisela pavlaka, kiselo vrhnje, mileram, 30% mm, Dukat;290;1197;2,8;2,3;30;Mlijecni proizvodi
Kacamak, palenta, pura;441;1845;60;5,6;20;Gotova jela
Cevapi, pureci, Vindon;164;686;0,75;23,18;7,23;Meso
Haringa, fileti u senf sosu, konzervirana, Wefina;186;772;2,6;11,6;14,2;Riba
Haskap (sibirska borovnica, modra kozokrvina, kamcatkica);53;222;14;1;0,3;Voce
Maslacak (divlji radic), list, svjez;45;188;9,2;2,7;0,7;Povrce
Batat (slatki krompir);86;360;20,12;1,57;0,05;Povrce
Ironmaxx 100% Whey Protein, IronMaxx;395;1677;6,3;77,3;6,2;Mlijecni proizvodi
Meksicka mjesavina (mexicki mix), smrznuto mjesano povrce, Ledo;52;217;7,9;2,3;0,5;Povrce
Persimon (kaki, japanska jabuka, mekana jabuka);70;293;18,59;0,58;0,19;Voce
Proso, svjez (sirov);378;1582;72,85;11,02;4,22;Zitarice
Proso, kuvan (baren);119;498;23,67;3,51;1;Zitarice
Proso, brasno;382;1598;75,12;10,75;4,25;Zitarice
Toscana Mix, smrznuto mjesano povrce, Frikom;41;172;2,8;1,4;2,4;Povrce
Sir, mladi President Dukat, Somboled;115,5;484;4;12,5;5,5;Mlijecni proizvodi
Serious Mass, Mass Gainer, Optimum Nutrition;380;1590;74;15;2,1;Mlijecni proizvodi
Divka, Franck;367;1552;74,3;9,8;1,8;Pica
Rizini (pirincani) krekeri, Fiorentini Alimentari;379;1606;80,3;8,8;1,9;Zitarice
Grah (pasulj) crveni, konzervirani, Podravka;114;480;8;4,8;0,3;Povrce
Lignje, svjeze (sirove);92;385;3,08;15,58;1,38;Riba
Pirinac, riza, divlji, crno zrno, suvo (sirovo),;355;1503;73;7;3;Zitarice
Sumsko voce, smrznuto, Ledo;28;116;6,4;0,8;0,05;Voce
Cedevita, narandza;365;1560;84;0;0;Pica
Tost sa sjemenkama, Klas Sarajevo;118,47;789;29,77;6,48;4,83;Zitarice
Mlijeko kravlje kiselo, 2,8% mm, Meggle;54;226;3,6;3;2,8;Mlijecni proizvodi
Iron Whey by Arnold Schwarzenegger Series, Muscle Pharm;370;1548;18,5;68;3;Mlijecni proizvodi
Aronija;47;197;9,6;1,4;0,5;Voce
Lino, Ljesnjak Cokolino, Podravka;417;1762;79;6,5;7,6;Slatkisi
Superior Whey Core Protein, Superior 14 Supplement;408;1722;8,5;76;8;Mlijecni proizvodi
Sir K Plus, svjez, posni, Konzum d.d.;78;328;3;13;1,5;Mlijecni proizvodi
Kikiriki puter (maslac od kikirikija), Smooth Peanut Butter, McEnnedy;651;2695;9,3;27;55;Umaci
Limeta sok 100%, cijedjen, svjez;25;105;8,42;0,42;0,07;Pica
Kikiriki puter (maslac od kikrikija), Body&Fit kikiriki puter - pasta;639;2674;10;27;53;Umaci
Sir, polutvrdi, Smarski Rok 30% mm, Zelene Doline;259;1084;3,1;31,3;13,5;Mlijecni proizvodi
Sir, svjezi, zrnati, K Plus, Konzum d.d.;92;385;1;13;4;Mlijecni proizvodi
Mekinje, zobene (ovsene);246;1029;66,22;17,3;7,03;Zitarice
Umak, Pesto alla Genovese, Barilla;514;2119;5,5;5;62;Umaci
Brusnica, suva (susena);308;1289;82,8;0,17;1,09;Voce
Pirinac, riza, Basmati, suva (sirova);351;1489;77;7,5;1,2;Zitarice
Prsut, svinjski;252;1054;0;30;14,4;Meso
Prsut, govedji;187;782;0;30;7,5;Meso
Kuskus, svjez (sirov);354;1501;70;12;1,9;Zitarice
Srpska kobasica;291;1218;1;11;27;Meso
Zimska kobasica;535;2238;0;21;50;Meso
Svinjska pecenica, susena (suva), suvo meso;345;1443;0;15;30;Meso
Pahuljice, jecmene;357;1516;73,61;10,18;2,24;Zitarice
Lizalo (lizalica), Chupa Chups;389;1630;94;0,9;0,06;Slatkisi
Tortilje (psenicno i kukuruzno brasno);309;1304;51,2;8,2;7,3;Zitarice
Cips od rize (pirinca), Ekozona, bio&bio;381;1612;83,6;4,67;3;Zitarice
Cicoka;73;304;17,44;2;0,01;Povrce
Sir, svjez, Zagrebacki, Dukat;101;423;3;11;5;Mlijecni proizvodi
Jogurt, 0,9% mm;45,7;191;5,1;4,3;0,9;Mlijecni proizvodi
Sir, polutvrdi, Tilzit, Vindija;340;1423;1,9;24,4;26;Mlijecni proizvodi
Hljeb, zrnata stanglica, Pekara Dubravica;312,55;1306;51,41;8,9;8,76;Zitarice
Tost, integralni, Mulino Bianco;260;1095;37,8;10,8;5,5;Zitarice
Sir (posni), svjez, Yezerka, Milex;80;335;13,4;3,8;0,05;Mlijecni proizvodi
Cokoladica, proteinska (okus cokolada), Oatein Flapjack;413;1726;50,3;24,9;11,5;Slatkisi
Cokoladica, bananica cokoladna, Stark;371;1550;74,2;1,5;7,6;Slatkisi
Tunjevina, tuna, odrezak, svjez (sirov), Ledo;110;467;0,01;27,2;0,2;Riba
Spirulina alga u prahu, suva (susena);290;1213;23,9;57,47;7,72;Zacini
Cokolada tamna, 99% kakao, Lindt Excellence;590;2469;8;15;51;Slatkisi
Kivano (kiwano);44;185;7,56;1,78;1,26;Voce
Marinara sos;108;452;9,8;1,4;5,1;Umaci
Pastrmka (pastrva) filet, dimljena (suva, susena);113,7;477,6;3,4;21,1;1,4;Riba
Whey protein, Activlab Muscle Up Protein;386;1663;13;70;6;Mlijecni proizvodi
Kopriva, obarena;42;176;7,49;2,71;0,11;Povrce
Govedja (govedja) kocka (Maggi, Knorr, Podravka, Takovo, Premia) pripremljena 100 ml;6,4;27;0,16;0,36;0,48;Jela
Kokosija kocka (Maggi, Knorr, Podravka, Takovo, Premia) pripremljena 100 ml;7,2;28;0,24;0,36;0,48;Jela
Blitva, kuvana (barena);20;84;4,13;1,88;0,08;Povrce
Sos od jabuka (jabucni sos), kucna priprava;70;293;18;0;0;Jela
Carska mjesavina, smrznuto mjesano povrce, Frikom;11;47;0,4;1,3;0,2;Povrce
Cokolada tamna, 85% kakao, Lindt excellence;575;2406;37,5;12,5;45;Slatkisi
Kobasica kranjska;280;1160;1;15;24;Meso
Agavin sirup (sirup od agave), zasladjivac;310;1297;76,37;0,09;0,45;Slatkisi
Sir, posni, svjez, mljekara Pilos, Lidl;82;343;2;14;2;Mlijecni proizvodi
Grasak i mrkva, smrznuto mjesano povrce, Ledo;45;187;7,8;3,4;0,2;Povrce
Mozak, svinjski, svjez (sirov);127;531;0;10,28;9,21;Meso
Sir skuta, posni, svjez, Pilos, Lidl;68;288;4;11,8;0,3;Mlijecni proizvodi
Brasno, ovseno (zobeno), integralno, Vega;348,7;1481;65,7;13,25;3,65;Zitarice
Kikiriki puter (maslac od kikirikija), kremasti, Barney's Best;629;2609;15;26;51;Umaci
Biber crni, mljeveni;251;1050;63,95;10,39;3,26;Zacini
Sarma, kuvana;126;527;10,8;13;4,2;Gotova jela
Rukola (rikula);25;105;3,65;2,58;0,66;Povrce
Kokos;354;1481;15,23;3,33;33,49;Voce
Pomelo;38;159;9,62;0,76;0,04;Voce
Malina, smrznuta, Ledo;25;105;5,6;0,9;0;Voce
Sataras, smrznuto povrce, Ledo;29;121;5,4;1,2;0,3;Povrce
Protein bar, kakao punjenje (cocoa coating), okus sa cokoladom, Tekmar;376;1573;37,8;25;15,8;Slatkisi
Tortilje (psenicno i kukuruzno brasno), Deli Sun;310;1304;50;6,6;8;Zitarice
Datulja (datula, urma);142;594;36,6;2,6;0,6;Voce
Tjestenina, integralna, makaron, Ragusa;330;1394;62;12;1,5;Zitarice
Sir, svjezi, kravlji, punomasni (neobrano mlijeko), Pudja;251;1042;2,7;16,1;19,5;Mlijecni proizvodi
Cokolada tamna, 74% kakao, Bellarom;570;2365;32;9,8;42;Slatkisi
Sutlijas (sutlija, rizin puding);108;451;18,39;3,23;2,15;Gotova jela
Soja sos, Tamari;60;251;5,57;10,51;0,1;Umaci
Soja sos, Heinz;178;756;42;1,1;0,1;Umaci
Smrznuta mjesavina povrca, Lidl;53;222;7;3;1;Povrce
Pahuljice, sojine;464;1941;24;37;23;Povrce
Whey protein, Pure Series, okus cokolada, Bulk Powders;417;1746;10;75;7,5;Mlijecni proizvodi
Pasirani paradajz, sos, Russo;24;104;3,8;1,5;0,1;Umaci
Fit proteinski napitak, okus cokolada, Dukat;51;214;5,2;6;0,5;Mlijecni proizvodi
Pirovo brasno (pir), speltino brasno (spelta), krupnik, krupnica;338;1414;70,19;14,57;2,43;Zitarice
Kobasica, tirolska;291;1207;2,6;14;25;Meso
Dobra ovsena (zobena) kasa, oskus cokolada, Mogador s.r.o.;428;1800;66;6,8;14;Zitarice
Kikiriki puter (maslac od kikirikija), sa komadicima kikirikija, sa soli;589;2464;21,57;24,06;49,94;Umaci
Leca (socivo), crvena (roza);358;1498;63,1;23,91;2,17;Povrce
Balans + Protein coko sejk, Imlek;70;297;9,3;6;1;Mlijecni proizvodi
Sir svjezi, Quark Natur Fit, Dukat;60;250;4,5;10;0,1;Mlijecni proizvodi
Pahuljice, razeve (razene);350;1486;75,19;8,45;1,37;Zitarice
Srce, pilece;153;640;0,71;15,55;9,33;Meso
Kokos u listicima (kokos cips);456;1908;51,85;3,13;27,99;Slatkisi
Heljda (heljdino zrno);343;1435;71,5;13,25;3,4;Zitarice
Granola, cokoladna;348;1456;45,6;10,4;15,25;Zitarice
Komorac sjeme (seme);345;1443;52,29;15,8;14,87;Zacini
Rikota, polumasni svjezi sir,(punomasno mlijeko);174;728;3,04;11,26;12,98;Mlijecni proizvodi
Rikota, polumasni svjezi sir, (obrano mlijeko);138;578;5,14;11,39;7,91;Mlijecni proizvodi
Skusa, fileti sa kozom u biljnom ulju, konzervirana, Eva;389;1607;0;14;37;Riba
Indijski orah, slani przeni, Berny;580;2427;31;18;42;Voce
